model,fold,accuracy,precision,recall,f1,f2,mcc
LR,27,1.0,1.0,1.0,1.0,1.0,1.0
GNB,27,0.926829268292683,0.9291432145090681,0.926829268292683,0.9274005427106972,0.9269138676251174,0.8412485310729668
RF,27,0.926829268292683,0.9291432145090681,0.926829268292683,0.9274005427106972,0.9269138676251174,0.8412485310729668
LGB,28,0.9878048780487805,0.9880266075388027,0.9878048780487805,0.9877499542301511,0.9877436903865442,0.9730124597112038
LDA,28,0.9390243902439024,0.9441918147995039,0.9390243902439024,0.9373844076806204,0.9374394350004105,0.8670732267977947
LR,28,0.9878048780487805,0.9880266075388027,0.9878048780487805,0.9877499542301511,0.9877436903865442,0.9730124597112038
GNB,28,0.9390243902439024,0.9401283697047497,0.9390243902439024,0.9381226601659183,0.938330851985828,0.8638452027410407
RF,28,0.9390243902439024,0.938786236347212,0.9390243902439024,0.9387497711507556,0.9388777341010819,0.8635652420207802
LGB,29,0.9634146341463414,0.9653401797175867,0.9634146341463414,0.962873596099551,0.9628541300252178,0.9197090092274487
LDA,29,0.9512195121951219,0.9545836837678723,0.9512195121951219,0.9502144197266149,0.9502141607933898,0.8933250005738372
LR,29,0.9634146341463414,0.9653401797175867,0.9634146341463414,0.962873596099551,0.9628541300252178,0.9197090092274487
GNB,29,0.9024390243902439,0.9024390243902439,0.9024390243902439,0.9024390243902439,0.9024390243902439,0.783068783068783
RF,29,0.9146341463414634,0.9149165596919127,0.9146341463414634,0.9133717242322857,0.9138075739464381,0.8079813962546327
LGB,30,1.0,1.0,1.0,1.0,1.0,1.0
LDA,30,0.9879518072289156,0.9883534136546185,0.9879518072289156,0.9879976105912641,0.9879324805460064,0.9740459086196941
LR,30,1.0,1.0,1.0,1.0,1.0,1.0
GNB,30,0.963855421686747,0.9672439759036144,0.963855421686747,0.9642278716740498,0.9636770586750281,0.925150137965605
RF,30,0.9879518072289156,0.9883534136546185,0.9879518072289156,0.9879976105912641,0.9879324805460064,0.9740459086196941
LGB,31,0.963855421686747,0.9638394849238222,0.963855421686747,0.9636896480269974,0.9637517853710746,0.9187804754209271
LDA,31,0.9518072289156626,0.955074535429855,0.9518072289156626,0.9507991480090402,0.9508114685179682,0.8938856062145641
LR,31,0.9879518072289156,0.9881669535283992,0.9879518072289156,0.9878965493423325,0.9878911956867192,0.9731733281027651
GNB,31,0.9518072289156626,0.9518072289156626,0.9518072289156626,0.9518072289156626,0.9518072289156626,0.8922077922077922
RF,31,0.927710843373494,0.927710843373494,0.927710843373494,0.927710843373494,0.927710843373494,0.8383116883116883
LGB,32,0.9512195121951219,0.9531894934333958,0.9512195121951219,0.9516003618071315,0.9512233576193234,0.8946404657076288
LDA,32,0.9512195121951219,0.9515880461002413,0.9512195121951219,0.9507596288084094,0.9508855238808142,0.890994189963783
LR,32,0.9390243902439024,0.9398257613025058,0.9390243902439024,0.939274331257823,0.9390877306700774,0.8658867656593533
GNB,32,0.9146341463414634,0.9141660507514164,0.9146341463414634,0.9142496796110581,0.914444755958351,0.8088416331755686
RF,32,0.9878048780487805,0.9880266075388027,0.9878048780487805,0.9877499542301511,0.9877436903865442,0.9730124597112038
LGB,33,0.9390243902439024,0.938786236347212,0.9390243902439024,0.9387497711507556,0.9388777341010819,0.8635652420207802
LDA,33,0.9390243902439024,0.9401283697047497,0.9390243902439024,0.9381226601659183,0.938330851985828,0.8638452027410407
LR,33,0.9878048780487805,0.9880266075388027,0.9878048780487805,0.9877499542301511,0.9877436903865442,0.9730124597112038
