model,fold,accuracy,precision,recall,f1,f2,mcc
RF,7,0.9550264550264551,0.9634064219430072,0.9634146341463414,0.9632498626904535,0.963310712243813,0.918288850865992
SVM,7,0.9464285714285714,0.9653401797175867,0.9634146341463414,0.962873596099551,0.9628541300252178,0.9197090092274487
LGB,8,0.9728835978835979,0.975609756097561,0.975609756097561,0.975609756097561,0.975609756097561,0.9457671957671958
LDA,8,0.9464285714285714,0.9653401797175867,0.9634146341463414,0.962873596099551,0.9628541300252178,0.9197090092274487
LR,8,0.9821428571428572,0.9880266075388027,0.9878048780487805,0.9877499542301511,0.9877436903865442,0.9730124597112038
GNB,8,0.9365079365079365,0.9398257613025058,0.9390243902439024,0.939274331257823,0.9390877306700774,0.8658867656593533
RF,8,0.9821428571428572,0.9880266075388027,0.9878048780487805,0.9877499542301511,0.9877436903865442,0.9730124597112038
SVM,8,0.9550264550264551,0.9634064219430072,0.9634146341463414,0.9632498626904535,0.963310712243813,0.918288850865992
LGB,9,0.9642857142857143,0.9764808362369338,0.975609756097561,0.9753798144042046,0.9753628386667498,0.9462600928208407
LDA,9,0.9821428571428572,0.9880266075388027,0.9878048780487805,0.9877499542301511,0.9877436903865442,0.9730124597112038
LR,9,0.9821428571428572,0.9880266075388027,0.9878048780487805,0.9877499542301511,0.9877436903865442,0.9730124597112038
GNB,9,0.9642857142857143,0.9764808362369338,0.975609756097561,0.9753798144042046,0.9753628386667498,0.9462600928208407
RF,9,0.9464285714285714,0.9653401797175867,0.9634146341463414,0.962873596099551,0.9628541300252178,0.9197090092274487
SVM,9,0.9821428571428572,0.9880266075388027,0.9878048780487805,0.9877499542301511,0.9877436903865442,0.9730124597112038
LGB,10,0.9827586206896552,0.988170865279299,0.9879518072289156,0.9879013882667319,0.9878937644798135,0.9736335976357539
LDA,10,1.0,1.0,1.0,1.0,1.0,1.0
LR,10,0.9907407407407407,0.9883534136546185,0.9879518072289156,0.9879976105912641,0.9879324805460064,0.9740459086196941
GNB,10,0.9827586206896552,0.988170865279299,0.9879518072289156,0.9879013882667319,0.9878937644798135,0.9736335976357539
RF,10,0.973499361430396,0.9759036144578314,0.9759036144578314,0.9759036144578314,0.9759036144578314,0.9469987228607918
SVM,10,1.0,1.0,1.0,1.0,1.0,1.0
LGB,11,0.9282467532467533,0.9395120163192452,0.9397590361445783,0.9394827467116623,0.9396123750554298,0.8643876227390891
LDA,11,0.9107142857142857,0.9447791164658633,0.9397590361445783,0.938115633891063,0.9381892649964938,0.867742006863901
LR,11,0.9373376623376624,0.9521486756743573,0.9518072289156626,0.951345062790846,0.9514750258292628,0.8916268404607398
GNB,11,0.9282467532467533,0.9395120163192452,0.9397590361445783,0.9394827467116623,0.9396123750554298,0.8643876227390891
RF,11,0.9373376623376624,0.9521486756743573,0.9518072289156626,0.951345062790846,0.9514750258292628,0.8916268404607398
SVM,11,0.9821428571428572,0.9881669535283992,0.9879518072289156,0.9878965493423325,0.9878911956867192,0.9731733281027651
LGB,12,0.9550264550264551,0.9634064219430072,0.9634146341463414,0.9632498626904535,0.963310712243813,0.918288850865992
