model,accuracy,precision,recall,f1,f2,mcc
SVM,0.9323245060949978,0.9401887601887603,0.94,0.9396943972835313,0.9397832947967123,0.8735060834172685
LGB,0.8958333333333333,0.9161290322580646,0.9,0.8985720114239086,0.8972624798711755,0.8148487556741164
LDA,0.9166666666666667,0.9306666666666666,0.92,0.9192207792207792,0.9182707153885744,0.8498365855987975
LR,0.9278846153846154,0.9341003671970625,0.93,0.9296824276640792,0.929313528703332,0.8635893984362144
GNB,0.8854166666666667,0.9092063492063491,0.89,0.8881432225063938,0.8866659146940815,0.7976486609049038
RF,0.90625,0.92327868852459,0.91,0.9089288983826671,0.9077970356780765,0.8322397195638238
SVM,0.9391025641025641,0.9406119162640902,0.94,0.9399277398635086,0.9398806850984669,0.8803238408819435
LGB,0.9416666666666667,0.9510939510939511,0.95,0.949635730123535,0.9496406493441222,0.8963117779962525
LDA,0.9375,0.9538461538461539,0.95,0.9493333333333334,0.9491382934005884,0.8987170342729172
LR,0.9458333333333333,0.949978982765868,0.95,0.9498901558740453,0.9499323861834088,0.8955934970307553
GNB,0.9416666666666667,0.9510939510939511,0.95,0.949635730123535,0.9496406493441222,0.8963117779962525
RF,0.9541666666666666,0.9604414261460101,0.96,0.9598150483396384,0.9598300889691618,0.9167759877190162
SVM,0.9708333333333333,0.9703183133526251,0.97,0.9700591347650172,0.9699995008236411,0.9379612227270763
LGB,0.882183908045977,0.8903656998738967,0.89,0.8893495175848116,0.8895434535292082,0.773470605423415
LDA,0.9285714285714286,0.945625,0.94,0.9391677175283732,0.9388314785373609,0.8813544770895048
LR,0.9146141215106732,0.9201666666666667,0.92,0.9197023563455974,0.919790569020021,0.8354243060921998
GNB,0.882183908045977,0.8903656998738967,0.89,0.8893495175848116,0.8895434535292082,0.773470605423415
RF,0.8940886699507389,0.9,0.9,0.8996279454319966,0.8997629083245522,0.7940666671767442
SVM,0.9146141215106732,0.9201666666666667,0.92,0.9197023563455974,0.919790569020021,0.8354243060921998
LGB,0.911525974025974,0.9251952461799661,0.92,0.919107069036792,0.9188353702372393,0.8417050946262346
LDA,0.9545454545454546,0.9626666666666667,0.96,0.959737274220033,0.9595200834637455,0.9211323729436766
LR,0.9683441558441559,0.9701183190534476,0.97,0.9699603295697284,0.9699605128455124,0.939169104064233
GNB,0.8887987012987013,0.9090277777777778,0.9,0.8983333333333333,0.8979297693920336,0.8041441661836607
RF,0.8887987012987013,0.9090277777777778,0.9,0.8983333333333333,0.8979297693920336,0.8041441661836607
SVM,0.9277597402597402,0.9300040799673603,0.93,0.9299074356626997,0.9299403630218235,0.8577852995526011
LGB,0.8636363636363636,0.9011764705882354,0.88,0.8763327674023769,0.8754478398314015,0.773905989951895
LDA,0.8977272727272727,0.9224615384615384,0.91,0.9082205251595354,0.9074894635858246,0.8278373543847157
LR,0.913961038961039,0.9219999999999999,0.92,0.9194745484400656,0.91943140323422,0.8388884110737054
GNB,0.8977272727272727,0.9224615384615384,0.91,0.9082205251595354,0.9074894635858246,0.8278373543847157
RF,0.875,0.9080597014925373,0.89,0.8870615563298491,0.8862000361729065,0.7917484901417818
SVM,0.8733766233766234,0.8813333333333333,0.88,0.8792118226600985,0.8793427230046948,0.7566444492037343
LGB,0.9150943396226415,0.9244642857142857,0.91,0.9097567811029927,0.9081326844262295,0.8347248041434321
LDA,0.9528301886792453,0.9548076923076922,0.95,0.9500250025002501,0.9494391025641025,0.9047528108640106
LR,0.930349257326375,0.9302564102564103,0.93,0.9300350877192983,0.9299916538263995,0.8598360046509037
GNB,0.9056603773584906,0.9175438596491228,0.9,0.8995993589743592,0.8976790716286515,0.8179142865882891
RF,0.9150943396226415,0.9244642857142857,0.91,0.9097567811029927,0.9081326844262295,0.8347248041434321
SVM,0.9397832195905259,0.94,0.94,0.94,0.94,0.8795664391810518
LGB,0.842948717948718,0.8498701298701299,0.84,0.8394871794871795,0.8385048643113159,0.690336947848731
LDA,0.9134615384615384,0.9242105263157895,0.91,0.909593984962406,0.9080689291028656,0.8344796434327465
LR,0.9326923076923077,0.9389090909090909,0.93,0.9298528675808229,0.9288473540189787,0.8690481892534816
GNB,0.8333333333333333,0.8421542227662178,0.83,0.829233082706767,0.8280804492871886,0.6727587823023693
RF,0.8621794871794872,0.8658937198067632,0.86,0.8598319327731093,0.8591895525254465,0.726106525690946
SVM,0.922275641025641,0.9264734299516908,0.92,0.9199039615846338,0.9191665066256962,0.8465888031839128
LGB,0.9243156199677939,0.926826923076923,0.92,0.920096038415366,0.9192411402157166,0.8465888031839128
LDA,0.9444444444444444,0.946923076923077,0.94,0.9400720288115246,0.9392141756548535,0.886749562348235
LR,0.9428341384863124,0.9431999999999999,0.94,0.9400961538461539,0.9396761133603239,0.8828295892956407
GNB,0.9243156199677939,0.926826923076923,0.92,0.920096038415366,0.9192411402157166,0.8465888031839128
RF,0.9243156199677939,0.926826923076923,0.92,0.920096038415366,0.9192411402157166,0.8465888031839128
SVM,0.9504830917874396,0.9502609393817744,0.95,0.950035172344488,0.9499911488759074,0.8996993830517732
LGB,0.9146537842190017,0.9255,0.92,0.9193145654834761,0.9189246894409939,0.8436956379974668
LDA,0.9456521739130435,0.9542372881355932,0.95,0.9496694130810701,0.9492929292929293,0.9031999120134834
LR,0.9472624798711755,0.95140758873929,0.95,0.949832979046462,0.9497264849687757,0.9005267193794991
GNB,0.892914653784219,0.9095076400679117,0.9,0.8986863711001642,0.8980815347721822,0.8068937926941074
RF,0.892914653784219,0.9095076400679117,0.9,0.8986863711001642,0.8980815347721822,0.8068937926941074
SVM,0.9690016103059582,0.9701414141414142,0.97,0.969972779514064,0.9699656778227171,0.9397071334070347
LGB,0.9161616161616162,0.9193108974358973,0.91,0.9101891702532279,0.9090002573340196,0.8288144767880427
LDA,0.9363636363636363,0.9394230769230769,0.93,0.9301471324191772,0.9289597272259393,0.8690481892534816
LR,0.9707070707070706,0.9702495974235106,0.97,0.9700272204859361,0.9699874039144757,0.9397071334070347
GNB,0.9434343434343434,0.9432973189275711,0.94,0.9401445202729828,0.9396944842810874,0.8825997394009945
RF,0.9161616161616162,0.9193108974358973,0.91,0.9101891702532279,0.9090002573340196,0.8288144767880427
SVM,0.9707070707070706,0.9702495974235106,0.97,0.9700272204859361,0.9699874039144757,0.9397071334070347
LGB,0.9278846153846154,0.9341003671970625,0.93,0.9296824276640792,0.929313528703332,0.8635893984362144
LDA,0.9166666666666667,0.9306666666666666,0.92,0.9192207792207792,0.9182707153885744,0.8498365855987975
LR,0.9278846153846154,0.9341003671970625,0.93,0.9296824276640792,0.929313528703332,0.8635893984362144
GNB,0.9487179487179487,0.9515151515151515,0.95,0.9498944829665361,0.9497521297588679,0.9012351592258327
RF,0.9278846153846154,0.9341003671970625,0.93,0.9296824276640792,0.929313528703332,0.8635893984362144
SVM,0.9294871794871795,0.9301164191087916,0.93,0.9299649122807017,0.9299636095480851,0.8598360046509037
LGB,0.9093637454981993,0.9113768115942028,0.91,0.9098646616541353,0.9097491831635593,0.8211957736268725
LDA,0.9285714285714286,0.9384482758620689,0.93,0.9295553987297107,0.9287269869779974,0.8681558508014492
LR,0.9591836734693877,0.9629090909090908,0.96,0.9599036531513448,0.9595924317916018,0.9228092947267801
GNB,0.9093637454981993,0.9113768115942028,0.91,0.9098646616541353,0.9097491831635593,0.8211957736268725
RF,0.9195678271308523,0.9206101967081495,0.92,0.9199358974358975,0.9198859906166434,0.8404820420577679
SVM,0.9591836734693877,0.9629090909090908,0.96,0.9599036531513448,0.9595924317916018,0.9228092947267801
LGB,0.9285714285714286,0.9323076923076923,0.92,0.9202564102564103,0.9186790505675954,0.8516306272526402
LDA,0.9375,0.939607843137255,0.93,0.9302456140350877,0.9289958206257765,0.8688509427884128
LR,0.952922077922078,0.9519871537535127,0.95,0.9501361024296804,0.94984701558984,0.9009215487660254
GNB,0.8928571428571428,0.9057142857142857,0.88,0.88,0.8769428718476583,0.7857142857142857
RF,0.9196428571428572,0.9252830188679246,0.91,0.9102432188970073,0.9083162796693469,0.8347248041434321
SVM,0.9415584415584416,0.9409983896940417,0.94,0.9401212121212121,0.9399572234104607,0.8795544769733733
LGB,0.9528301886792453,0.9548076923076922,0.95,0.9500250025002501,0.9494391025641025,0.9047528108640106
LDA,0.9528301886792453,0.9548076923076922,0.95,0.9500250025002501,0.9494391025641025,0.9047528108640106
LR,0.9716981132075472,0.9718000000000001,0.97,0.9700270243218898,0.9698008210917957,0.9416965821485117
GNB,0.9433962264150944,0.9467924528301888,0.94,0.94,0.9391867860747528,0.8867924528301887
RF,0.9528301886792453,0.9548076923076922,0.95,0.9500250025002501,0.9494391025641025,0.9047528108640106
SVM,0.9704937775993576,0.970224358974359,0.97,0.970015037593985,0.9699826656394452,0.9400445871743088
LGB,0.9183673469387755,0.9308474576271186,0.92,0.9193535353535353,0.9183263544624666,0.8504581954248784
LDA,0.9081632653061225,0.9235,0.91,0.9090980868508959,0.9078678736517719,0.8329931278350429
LR,0.8987595038015206,0.9056303549571604,0.9,0.8995169082125604,0.8990285192131967,0.8052903873619152
GNB,0.8877551020408163,0.9095161290322581,0.89,0.8883999593123793,0.8867730222993382,0.7986987442100015
RF,0.9183673469387755,0.9308474576271186,0.92,0.9193535353535353,0.9183263544624666,0.8504581954248784
SVM,0.9199679871948779,0.92,0.92,0.92,0.92,0.8399359743897559
LGB,0.8887987012987013,0.9090277777777778,0.9,0.8983333333333333,0.8979297693920336,0.8041441661836607
LDA,0.9090909090909092,0.93,0.92,0.9186666666666667,0.9180293501048218,0.8461141122266493
LR,0.9545454545454546,0.9626666666666667,0.96,0.959737274220033,0.9595200834637455,0.9211323729436766
GNB,0.8774350649350648,0.9012747252747252,0.89,0.887825086306099,0.8873743419865856,0.7856007546712098
RF,0.9001623376623377,0.9169969969969969,0.91,0.9087581699346404,0.9084163517691515,0.8228400503708603
SVM,0.9683441558441559,0.9701183190534476,0.97,0.9699603295697284,0.9699605128455124,0.939169104064233
LGB,0.935483870967742,0.933913043478261,0.92,0.9210509031198686,0.9189511004080541,0.8482305648608138
LDA,0.9516129032258065,0.9481818181818181,0.94,0.940669698222406,0.9394199785177229,0.8832092906137214
LR,0.9758064516129032,0.9721951219512195,0.97,0.9701977194267184,0.9698587365614082,0.9391393351333177
GNB,0.9032258064516129,0.9087999999999999,0.88,0.8817532467532467,0.8775599707621768,0.7828813612588127
RF,0.9193548387096775,0.9208333333333333,0.9,0.9014279885760914,0.8983333333333334,0.8148487556741164
SVM,0.9758064516129032,0.9721951219512195,0.97,0.9701977194267184,0.9698587365614082,0.9391393351333177
LGB,0.8466479325572059,0.862620917734601,0.84,0.8388438378161382,0.8366356755372775,0.7035379672580141
LDA,0.9245283018867925,0.9316363636363636,0.92,0.9198719487795118,0.9185345310723608,0.8517966080036466
LR,0.9327579285427539,0.9347275641025641,0.93,0.9300350035003501,0.9294551282051282,0.8646485196023079
GNB,0.8560818948213569,0.8694170771756978,0.85,0.849172932330827,0.8472008834261573,0.7201585310630997
RF,0.8655158570855079,0.8764014687882496,0.86,0.8594391025641025,0.8577110844337735,0.7369727441253214
SVM,0.9221196306704136,0.9230732292917166,0.92,0.920064025610244,0.9196716843809617,0.8428868547675183
LGB,0.9586511441188278,0.9606464646464647,0.96,0.9599355877616748,0.9598816929481925,0.9202625292143417
LDA,0.925531914893617,0.9381666666666666,0.93,0.9293520496388973,0.928640995872033,0.8670484701822558
LR,0.927940586109996,0.9313149350649351,0.93,0.9298094565984475,0.9297220792588781,0.8605576800937125
GNB,0.9373745483741469,0.942578539371685,0.94,0.9397575757575757,0.9395403852652923,0.8818581051340337
RF,0.9373745483741469,0.942578539371685,0.94,0.9397575757575757,0.9395403852652923,0.8818581051340337
SVM,0.9704937775993576,0.970224358974359,0.97,0.970015037593985,0.9699826656394452,0.9400445871743088
LGB,0.8791666666666667,0.9080882352941176,0.9,0.8975694444444444,0.8975919913419912,0.7964092977909306
LDA,0.95,0.9625,0.96,0.9595925297113752,0.9594522019334051,0.9185586535436917
LR,0.9541666666666666,0.9604414261460101,0.96,0.9598150483396384,0.9598300889691618,0.9167759877190162
GNB,0.8791666666666667,0.9080882352941176,0.9,0.8975694444444444,0.8975919913419912,0.7964092977909306
RF,0.8791666666666667,0.9080882352941176,0.9,0.8975694444444444,0.8975919913419912,0.7964092977909306
SVM,0.9708333333333333,0.9703183133526251,0.97,0.9700591347650172,0.9699995008236411,0.9379612227270763
LGB,0.9174679487179487,0.9258128078817733,0.92,0.9195151515151515,0.9190090611143242,0.8451558115246341
LDA,0.9479166666666667,0.9543859649122807,0.95,0.9497731626171992,0.9493376154154959,0.9040196137188088
LR,0.9487179487179487,0.9515151515151515,0.95,0.9498944829665361,0.9497521297588679,0.9012351592258327
GNB,0.9278846153846154,0.9341003671970625,0.93,0.9296824276640792,0.929313528703332,0.8635893984362144
RF,0.9174679487179487,0.9258128078817733,0.92,0.9195151515151515,0.9190090611143242,0.8451558115246341
SVM,0.9591346153846154,0.9606763285024155,0.96,0.9599518265756725,0.9598883828340496,0.9204846000462656
LGB,0.9272727272727272,0.9320754716981132,0.92,0.9201280512204881,0.9186317532269213,0.8517966080036466
LDA,0.9272727272727272,0.9320754716981132,0.92,0.9201280512204881,0.9186317532269213,0.8517966080036466
LR,0.9252525252525252,0.9270108043217288,0.92,0.9201923076923078,0.9192777482740309,0.8464111396077874
GNB,0.9,0.9116071428571427,0.89,0.8898789878987898,0.887358757062147,0.8017837257372732
RF,0.9181818181818182,0.925,0.91,0.91008100810081,0.9082562174667439,0.8348471099367218
SVM,0.9282828282828283,0.9300324675324676,0.93,0.9299220568883491,0.9299462991718426,0.8584755043247572
LGB,0.8707070707070708,0.8845777233782129,0.86,0.8596638655462185,0.8568850170862012,0.745035233243334
LDA,0.9272727272727272,0.9320754716981132,0.92,0.9201280512204881,0.9186317532269213,0.8517966080036466
LR,0.9636363636363636,0.9632653061224491,0.96,0.9600963468486552,0.9596674132680191,0.9228092947267801
GNB,0.897979797979798,0.9047101449275362,0.89,0.8900990099009901,0.8883024869866974,0.7945163316789092
RF,0.8797979797979798,0.8910714285714286,0.87,0.86985698569857,0.8674081920903955,0.7612895981747846
SVM,0.9363636363636363,0.9394230769230769,0.93,0.9301471324191772,0.9289597272259393,0.8690481892534816
LGB,0.9099999999999999,0.9181966544267646,0.91,0.9095568284594512,0.9087524619301532,0.8281560923279463
LDA,0.9,0.9166666666666667,0.9,0.898989898989899,0.8974358974358975,0.8164965809277261
LR,0.9099999999999999,0.9181966544267646,0.91,0.9095568284594512,0.9087524619301532,0.8281560923279463
GNB,0.8999999999999999,0.9105090311986863,0.9,0.8993558776167473,0.8983599205586521,0.8104408984731077
RF,0.9199999999999999,0.9261363636363638,0.92,0.9197109594540345,0.9190893954918034,0.8461141122266493
SVM,0.9099999999999999,0.9141414141414141,0.91,0.9097744360902256,0.9093637454981993,0.8241310085125538
LGB,0.9214606283149734,0.9335229202037351,0.93,0.9293100944081337,0.9291543513957308,0.8597476917459119
LDA,0.9418604651162791,0.9540322580645162,0.95,0.9495072102915241,0.9492200328407224,0.9013618104170597
LR,0.9359445124439004,0.9403803224472922,0.94,0.9398029556650246,0.9398292192177454,0.8776370164314391
GNB,0.9098327213382293,0.9250450450450449,0.92,0.919,0.9187885364770878,0.8404988902603976
RF,0.9330885352917176,0.9422530474989492,0.94,0.9395535345183962,0.9394529264172911,0.879186715986605
SVM,0.9388004895960832,0.94,0.94,0.94,0.94,0.8776009791921665
LGB,0.9211684673869548,0.9263030303030303,0.92,0.9198076923076922,0.9191283060528969,0.8464111396077874
LDA,0.9019607843137255,0.9169491525423729,0.9,0.899194847020934,0.8975190076030413,0.8171068936435106
LR,0.940376150460184,0.940752300920368,0.94,0.94,0.9399097470035684,0.8807523009203682
GNB,0.9505802320928372,0.9516826923076923,0.95,0.94998499849985,0.9497887864823349,0.9017018643331521
RF,0.9505802320928372,0.9516826923076923,0.95,0.94998499849985,0.9497887864823349,0.9017018643331521
SVM,0.9305722288915566,0.9316346153846154,0.93,0.9299789978997899,0.9297907066052227,0.8616618170714668
LGB,0.9278846153846154,0.9341003671970625,0.93,0.9296824276640792,0.929313528703332,0.8635893984362144
LDA,0.90625,0.92327868852459,0.91,0.9089288983826671,0.9077970356780765,0.8322397195638238
LR,0.907051282051282,0.9177842083505581,0.91,0.9092985119951413,0.9086463808651203,0.8269580495101378
GNB,0.8862179487179487,0.9024464060529634,0.89,0.8886908758010376,0.8877419977791726,0.7912022580468699
RF,0.907051282051282,0.9177842083505581,0.91,0.9092985119951413,0.9086463808651203,0.8269580495101378
SVM,0.9391025641025641,0.9406119162640902,0.94,0.9399277398635086,0.9398806850984669,0.8803238408819435
LGB,0.9243156199677939,0.926826923076923,0.92,0.920096038415366,0.9192411402157166,0.8465888031839128
LDA,0.9259259259259259,0.9318518518518519,0.92,0.92,0.9185836166527679,0.8518518518518519
LR,0.9537037037037037,0.9549019607843138,0.95,0.9500750675608047,0.9494580489763148,0.9046799969476884
GNB,0.8872785829307568,0.8973701298701299,0.88,0.8797599039615847,0.8777884615384616,0.7776943077650598
RF,0.9057971014492754,0.9115942028985508,0.9,0.9,0.8986144075950991,0.8115942028985508
SVM,0.9520933977455717,0.951860744297719,0.95,0.9500751879699247,0.9498239861117809,0.9014690652815032
LGB,0.9277504105090312,0.9275961538461539,0.92,0.9204848484848485,0.9193857589984351,0.8451558115246341
LDA,0.9741379310344828,0.972,0.97,0.9701190112908148,0.9698336359621141,0.9407749312478345
LR,0.9708538587848933,0.9702896776825786,0.97,0.9700460358056265,0.9699945883008906,0.9388216926474974
GNB,0.9105090311986863,0.9128000000000001,0.9,0.9006441223832528,0.8988548376602252,0.8104408984731077
RF,0.9191297208538587,0.9200560224089637,0.91,0.9105716302046578,0.9091416847144649,0.8276256990366756
SVM,0.9708538587848933,0.9702896776825786,0.97,0.9700460358056265,0.9699945883008906,0.9388216926474974
LGB,0.9150943396226415,0.9244642857142857,0.91,0.9097567811029927,0.9081326844262295,0.8347248041434321
LDA,0.9245283018867925,0.9316363636363636,0.92,0.9198719487795118,0.9185345310723608,0.8517966080036466
LR,0.9622641509433962,0.9631372549019608,0.96,0.960032012805122,0.9596434697574504,0.9230472784258653
GNB,0.9150943396226415,0.9244642857142857,0.91,0.9097567811029927,0.9081326844262295,0.8347248041434321
RF,0.9150943396226415,0.9244642857142857,0.91,0.9097567811029927,0.9081326844262295,0.8347248041434321
SVM,0.9327579285427539,0.9347275641025641,0.93,0.9300350035003501,0.9294551282051282,0.8646485196023079
LGB,0.8629064632677639,0.8875694444444444,0.87,0.8674966532797858,0.8664628623188406,0.7546930055516442
LDA,0.925531914893617,0.9381666666666666,0.93,0.9293520496388973,0.928640995872033,0.8670484701822558
LR,0.9361702127659575,0.9461016949152543,0.94,0.9395616883116883,0.9390080407354291,0.8852275638978949
GNB,0.8948213568847851,0.9097519966372425,0.9,0.8988576091391269,0.8981539752464863,0.8080165852327799
RF,0.8735447611401044,0.8947576147576148,0.88,0.8780295566502463,0.8770909090909091,0.7723041572250141
SVM,0.9066639903653151,0.9136535303776683,0.91,0.9094989371393867,0.9092512077294685,0.8224583900416235
LGB,0.9697879151660664,0.970176282051282,0.97,0.9699909918927034,0.9699731045081967,0.94014030970437
LDA,0.9387755102040816,0.9463157894736842,0.94,0.9397101449275362,0.9390708411484634,0.8861022676792173
LR,0.9289715886354541,0.9342207792207793,0.93,0.929753793588584,0.9293429487179488,0.8640150377265107
GNB,0.9289715886354541,0.9342207792207793,0.93,0.929753793588584,0.9293429487179488,0.8640150377265107
RF,0.9595838335334134,0.9607065435568046,0.96,0.9599679487179488,0.959894957646795,0.9206424657161149
SVM,0.9799919967987194,0.98,0.98,0.98,0.98,0.959983993597439
LGB,0.9299999999999999,0.9315535929345645,0.93,0.9299369432489241,0.9297738874397914,0.8615521921784256
LDA,0.96,0.962962962962963,0.96,0.9599358974358975,0.9596056590487165,0.9229582069908971
LR,0.98,0.9807692307692308,0.98,0.9799919967987194,0.9799027137736815,0.9607689228305227
GNB,0.9099999999999999,0.9141414141414141,0.91,0.9097744360902256,0.9093637454981993,0.8241310085125538
RF,0.94,0.9407051282051282,0.94,0.9399759903961583,0.9399001536098309,0.8807048459279792
SVM,0.98,0.9807692307692308,0.98,0.9799919967987194,0.9799027137736815,0.9607689228305227
LGB,0.8888888888888888,0.8977777777777777,0.88,0.88,0.8778803693295865,0.7777777777777778
LDA,0.9363636363636363,0.9394230769230769,0.93,0.9301471324191772,0.9289597272259393,0.8690481892534816
LR,0.9505050505050505,0.9502818035426731,0.95,0.9500453674765601,0.9499951553517215,0.8993763551492221
GNB,0.897979797979798,0.9047101449275362,0.89,0.8900990099009901,0.8883024869866974,0.7945163316789092
RF,0.907070707070707,0.9118827780008029,0.9,0.9001600640256103,0.8986754753982414,0.8115225367032378
SVM,0.9414141414141415,0.9409474106784423,0.94,0.940096618357488,0.9399477174807572,0.8799884579139329
LGB,0.9326923076923077,0.9389090909090909,0.93,0.9298528675808229,0.9288473540189787,0.8690481892534816
LDA,0.9519230769230769,0.9547169811320755,0.95,0.9499749974997499,0.9494197679071629,0.9047528108640106
LR,0.9807692307692308,0.9808,0.98,0.9800080032012803,0.9799090268434877,0.9607689228305227
GNB,0.9326923076923077,0.9389090909090909,0.93,0.9298528675808229,0.9288473540189787,0.8690481892534816
RF,0.9230769230769231,0.9314285714285714,0.92,0.9197435897435898,0.9184843830005122,0.8516306272526402
SVM,0.9807692307692308,0.9808,0.98,0.9800080032012803,0.9799090268434877,0.9607689228305227
LGB,0.9057971014492754,0.9115942028985508,0.9,0.9,0.8986144075950991,0.8115942028985508
LDA,0.9444444444444444,0.946923076923077,0.94,0.9400720288115246,0.9392141756548535,0.886749562348235
LR,0.9444444444444444,0.946923076923077,0.94,0.9400720288115246,0.9392141756548535,0.886749562348235
GNB,0.8965378421900161,0.9043636363636364,0.89,0.8899009900990099,0.8882268070985428,0.7945163316789092
RF,0.9057971014492754,0.9115942028985508,0.9,0.9,0.8986144075950991,0.8115942028985508
SVM,0.9319645732689211,0.9318847539015607,0.93,0.9301052631578947,0.9298403819260259,0.8613324194541878
LGB,0.9243166054671563,0.9309999999999999,0.93,0.929632375656472,0.9296481918238994,0.8576025397251753
LDA,0.9651162790697674,0.9715,0.97,0.9698424467099166,0.9697228773584905,0.9400643223910575
LR,0.9912280701754386,0.9902272727272728,0.99,0.9900132234767571,0.9899810902451748,0.979861006320049
GNB,0.9243166054671563,0.9309999999999999,0.93,0.929632375656472,0.9296481918238994,0.8576025397251753
RF,0.9126886984904121,0.9218831441782263,0.92,0.9194047126911947,0.9194017612620737,0.8377742470282157
SVM,0.9504283965728274,0.9503246753246753,0.95,0.9500661173837861,0.9500032603025559,0.8984772018084171
LGB,0.9396135265700483,0.94,0.94,0.94,0.94,0.8792270531400966
LDA,0.9673913043478262,0.9715789473684211,0.97,0.9698997874278774,0.9697487534491941,0.9410544745270913
LR,0.9782608695652174,0.9807142857142856,0.98,0.9799595959595959,0.9798890608875129,0.9603958811069554
GNB,0.9070048309178744,0.9110648714810281,0.91,0.9096993622836319,0.9096819480079392,0.8194712090843147
RF,0.9287439613526569,0.930060606060606,0.93,0.9299364855328158,0.929952142316183,0.8590455768914095
SVM,0.961352657004831,0.9608653846153845,0.96,0.9600481734243276,0.959926659804426,0.9204846000462656
LGB,0.8854166666666667,0.9092063492063491,0.89,0.8881432225063938,0.8866659146940815,0.7976486609049038
LDA,0.9479166666666667,0.9543859649122807,0.95,0.9497731626171992,0.9493376154154959,0.9040196137188088
LR,0.9479166666666667,0.9543859649122807,0.95,0.9497731626171992,0.9493376154154959,0.9040196137188088
GNB,0.8645833333333333,0.8959999999999999,0.87,0.8670414993306559,0.8652821481015313,0.7637626158259734
RF,0.875,0.9025,0.88,0.8776354679802956,0.8760061919504645,0.7806247497997998
SVM,0.9487179487179487,0.9515151515151515,0.95,0.9498944829665361,0.9497521297588679,0.9012351592258327
LGB,0.8958333333333333,0.9161290322580646,0.9,0.8985720114239086,0.8972624798711755,0.8148487556741164
LDA,0.9375,0.9462068965517241,0.94,0.9396363636363637,0.9390399074609601,0.8857103130373325
LR,0.938301282051282,0.9426623376623376,0.94,0.9398067632850241,0.9395608628659476,0.8822764263393829
GNB,0.8854166666666667,0.9092063492063491,0.89,0.8881432225063938,0.8866659146940815,0.7976486609049038
RF,0.8854166666666667,0.9092063492063491,0.89,0.8881432225063938,0.8866659146940815,0.7976486609049038
SVM,0.9599358974358975,0.96,0.96,0.96,0.96,0.9198717948717948
LGB,0.9391756702681072,0.9427474747474747,0.94,0.9398554797270173,0.9395808968423076,0.8825997394009945
LDA,0.9387755102040816,0.9463157894736842,0.94,0.9397101449275362,0.9390708411484634,0.8861022676792173
LR,0.9391756702681072,0.9427474747474747,0.94,0.9398554797270173,0.9395808968423076,0.8825997394009945
GNB,0.9289715886354541,0.9342207792207793,0.93,0.929753793588584,0.9293429487179488,0.8640150377265107
RF,0.9391756702681072,0.9427474747474747,0.94,0.9398554797270173,0.9395808968423076,0.8825997394009945
SVM,0.8999599839935974,0.9,0.9,0.9,0.9,0.7999199679871949
LGB,0.9326298701298701,0.932059413890004,0.93,0.9301905434015526,0.9298732414887246,0.8605576800937125
LDA,0.9375,0.939607843137255,0.93,0.9302456140350877,0.9289958206257765,0.8688509427884128
LR,0.952922077922078,0.9519871537535127,0.95,0.9501361024296804,0.94984701558984,0.9009215487660254
GNB,0.9237012987012987,0.9234615384615384,0.92,0.9202576489533011,0.9197463768115942,0.8419530064884055
RF,0.9326298701298701,0.932059413890004,0.93,0.9301905434015526,0.9298732414887246,0.8605576800937125
SVM,0.9415584415584416,0.9409983896940417,0.94,0.9401212121212121,0.9399572234104607,0.8795544769733733
LGB,0.8477390956382553,0.8672750424448217,0.85,0.8478181263350626,0.84665991902834,0.7162736932079373
LDA,0.9285714285714286,0.9384482758620689,0.93,0.9295553987297107,0.9287269869779974,0.8681558508014492
LR,0.9285714285714286,0.9384482758620689,0.93,0.9295553987297107,0.9287269869779974,0.8681558508014492
GNB,0.8477390956382553,0.8672750424448217,0.85,0.8478181263350626,0.84665991902834,0.7162736932079373
RF,0.8477390956382553,0.8672750424448217,0.85,0.8478181263350626,0.84665991902834,0.7162736932079373
SVM,0.9289715886354541,0.9342207792207793,0.93,0.929753793588584,0.9293429487179488,0.8640150377265107
LGB,0.921474358974359,0.9229487179487179,0.92,0.92,0.9196465163934426,0.842948717948718
LDA,0.9519230769230769,0.9547169811320755,0.95,0.9499749974997499,0.9494197679071629,0.9047528108640106
LR,0.9310897435897436,0.9317166866746699,0.93,0.9300210021002101,0.9298073689772782,0.8616618170714668
GNB,0.8830128205128205,0.8906493506493507,0.88,0.8796153846153846,0.8784946236559139,0.7709837875506855
RF,0.9118589743589745,0.9144761140104376,0.91,0.90995499549955,0.909435774309724,0.8245442283406054
SVM,0.9399038461538461,0.94,0.94,0.94,0.94,0.8798076923076923
LGB,0.9183673469387755,0.9308474576271186,0.92,0.9193535353535353,0.9183263544624666,0.8504581954248784
LDA,0.9285714285714286,0.9384482758620689,0.93,0.9295553987297107,0.9287269869779974,0.8681558508014492
LR,0.9089635854341737,0.9139772727272728,0.91,0.9096834488996081,0.9093269230769231,0.8237158288773264
GNB,0.8775510204081632,0.9028571428571428,0.88,0.8779436964504285,0.8761344456768095,0.7818395491792646
RF,0.9183673469387755,0.9308474576271186,0.92,0.9193535353535353,0.9183263544624666,0.8504581954248784
SVM,0.9007603041216488,0.902729827378563,0.9,0.8999199679871949,0.8996223939583033,0.8028066429383448
LGB,0.8790584415584416,0.8848494580489765,0.87,0.8703513161845661,0.8684380992281538,0.7539970667988062
LDA,0.9464285714285714,0.9472,0.94,0.9402167804094741,0.9392674891802855,0.8864052604279183
