model,accuracy,precision,recall,f1,f2,mcc
LR,1.0,1.0,1.0,1.0,1.0,1.0
RF,0.9255233494363929,0.93386523356759,0.93,0.9295371783134982,0.9292525252525252,0.8624049747048347
SVM,0.9798711755233495,0.98,0.98,0.98,0.98,0.9597423510466989
LGB,0.8667471819645733,0.8707221542227663,0.87,0.8695657455208017,0.8696374110471027,0.7384156987891303
LR,0.9673913043478262,0.9715789473684211,0.97,0.9698997874278774,0.9697487534491941,0.9410544745270913
RF,0.9070048309178744,0.9110648714810281,0.91,0.9096993622836319,0.9096819480079392,0.8194712090843147
SVM,0.892914653784219,0.9095076400679117,0.9,0.8986863711001642,0.8980815347721822,0.8068937926941074
LGB,0.8594941790445605,0.86,0.86,0.86,0.86,0.7189883580891209
LR,0.9811320754716981,0.9808163265306122,0.98,0.9800160256410255,0.9799120822704593,0.9607226775452884
RF,0.8442392613408269,0.8503434343434344,0.84,0.8397438975590237,0.8386062673135739,0.6907003228020113
SVM,0.9421918908069049,0.9431052420968388,0.94,0.940048019207683,0.9396575770692059,0.8829670665966918
LGB,0.9271336553945249,0.9312362301101592,0.93,0.929766170665047,0.9297042164883574,0.8599989642319069
LR,0.9891304347826086,0.9901818181818182,0.99,0.9899909265046881,0.9899724455759841,0.9800379116648474
RF,0.8820450885668277,0.9018532818532818,0.89,0.8882669138090824,0.8875638592906145,0.7887679862701059
SVM,0.9581320450885669,0.960616883116883,0.96,0.959919191919192,0.9598748710010321,0.9199751790401643
LGB,0.8916666666666666,0.8927784577723378,0.89,0.8905776953969725,0.8900333383092004,0.7751407570592931
LR,0.9916666666666667,0.9902439024390245,0.99,0.990019711588339,0.9899831943959134,0.9794639316973008
RF,0.8666666666666667,0.8685990338164251,0.86,0.8611995104039167,0.8597186447394491,0.7208273412017193
SVM,0.95,0.9503927242662258,0.95,0.9500985579416951,0.9500158072513686,0.8964585137568516
LGB,0.8831794460056203,0.8863588920112404,0.88,0.88,0.8792386933465771,0.7663588920112404
LR,0.9433962264150944,0.9467924528301888,0.94,0.94,0.9391867860747528,0.8867924528301887
RF,0.8655158570855079,0.8764014687882496,0.86,0.8594391025641025,0.8577110844337735,0.7369727441253214
SVM,0.8950220794861501,0.904025974025974,0.89,0.8897027324592134,0.8881499743852459,0.7943609354711192
LGB,0.9009661835748792,0.9009615384615384,0.9,0.900120433560819,0.8999613998970664,0.800002322553299
LR,0.962962962962963,0.9632,0.96,0.9600641025641026,0.9596555491292332,0.9229582069908971
RF,0.9009661835748792,0.9009615384615384,0.9,0.900120433560819,0.8999613998970664,0.800002322553299
SVM,0.9227053140096618,0.9231999999999999,0.92,0.9201282051282051,0.9196966775914145,0.8427009716003844
LGB,0.8939393939393939,0.895,0.89,0.8902756892230577,0.8895732689210949,0.7839294959021854
LR,0.9727272727272727,0.971875,0.97,0.9700633102200783,0.9698142414860681,0.9414688716912717
RF,0.9,0.9116071428571427,0.89,0.8898789878987898,0.887358757062147,0.8017837257372732
SVM,0.9636363636363636,0.9632653061224491,0.96,0.9600963468486552,0.9596674132680191,0.9228092947267801
LGB,0.9302884615384616,0.9302280912364946,0.93,0.9300210189170253,0.9299860619362694,0.8600602151809995
LR,0.9583333333333333,0.9628571428571427,0.96,0.9598711755233496,0.9595788392398561,0.9225998461903602
RF,0.9294871794871795,0.9301164191087916,0.93,0.9299649122807017,0.9299636095480851,0.8598360046509037
SVM,0.9278846153846154,0.9341003671970625,0.93,0.9296824276640792,0.929313528703332,0.8635893984362144
LGB,0.9375,0.9462068965517241,0.94,0.9396363636363637,0.9390399074609601,0.8857103130373325
LR,1.0,1.0,1.0,1.0,1.0,1.0
RF,0.8854166666666667,0.9092063492063491,0.89,0.8881432225063938,0.8866659146940815,0.7976486609049038
SVM,0.9895833333333333,0.9901886792452831,0.99,0.9899949874686718,0.9899741900319018,0.9801488784360114
LGB,0.8526570048309179,0.8678777589134126,0.86,0.85816091954023,0.8579363536198068,0.7242202483606949
LR,0.9782608695652174,0.9807142857142856,0.98,0.9799595959595959,0.9798890608875129,0.9603958811069554
RF,0.8309178743961352,0.8519791666666666,0.84,0.8370235634559735,0.8367857142857144,0.6872025780312658
SVM,0.9380032206119162,0.9405194805194806,0.94,0.939878787878788,0.939860681114551,0.8795544769733733
LGB,0.8899835796387521,0.8928,0.88,0.8807729468599033,0.8789381221940269,0.7699188535494524
LR,0.9913793103448276,0.9902325581395348,0.99,0.9900153452685422,0.9899817970120861,0.9797467882293412
RF,0.8674055829228242,0.8802020202020202,0.85,0.8505855269742768,0.846748474203105,0.728998756248322
SVM,0.9708538587848933,0.9702896776825786,0.97,0.9700460358056265,0.9699945883008906,0.9388216926474974
LGB,0.8914090726615818,0.8918,0.89,0.8900990891802623,0.8898470075052921,0.7814078022083395
LR,0.9468085106382979,0.9543103448275864,0.95,0.9497216317441037,0.9493156199677938,0.9036487543102931
RF,0.8783621035728624,0.8803232323232322,0.88,0.8798067632850242,0.8798379707768723,0.7591662440127064
SVM,0.8783621035728624,0.8803232323232322,0.88,0.8798067632850242,0.8798379707768723,0.7591662440127064
LGB,0.8833333333333333,0.8866746698679472,0.87,0.8713027634375947,0.8687910028116212,0.7513271349100387
LR,0.9666666666666667,0.9636363636363636,0.96,0.9602627257799672,0.9597244303126655,0.9211323729436766
RF,0.8666666666666667,0.8735494197679071,0.85,0.8514971267264846,0.8480788468161171,0.718660737740037
SVM,0.9125,0.9134615384615384,0.9,0.9009740259740259,0.898972602739726,0.8089790574450091
LGB,0.9041614123581336,0.9044063647490819,0.9,0.9007441091360066,0.8999398988296966,0.7963617780698263
LR,0.9672131147540983,0.9637209302325581,0.96,0.9602976436544026,0.9597355548506653,0.9205991849449943
RF,0.8759983186212694,0.8805682272909163,0.86,0.8617045454545454,0.8585613890037206,0.7337193818233686
SVM,0.9461958806221101,0.9439494084047328,0.94,0.940446465481604,0.9398036695103424,0.879186715986605
LGB,0.8905562224889956,0.8915384615384616,0.89,0.88996699669967,0.8897945468509986,0.7815817225480963
LR,0.9705882352941176,0.9717307692307692,0.97,0.96999099909991,0.969786866359447,0.9417419115948374
RF,0.8713485394157663,0.8777272727272728,0.87,0.8695438596491227,0.8687948028673835,0.7479533162408599
SVM,0.9407763105242097,0.9429225210758732,0.94,0.939951980792317,0.9396198339173426,0.8829670665966918
LGB,0.8886217948717949,0.8911515151515152,0.89,0.8897678625263792,0.8897145882466188,0.7805340218295159
LR,0.9479166666666667,0.9543859649122807,0.95,0.9497731626171992,0.9493376154154959,0.9040196137188088
RF,0.8469551282051282,0.8562215791649441,0.85,0.8488308533252353,0.8485316101654048,0.7048677862950584
SVM,0.9270833333333333,0.9383050847457628,0.93,0.9294543982184432,0.9286846377650255,0.8676548039151643
LGB,0.8877960658370132,0.8910227272727272,0.89,0.8897005746547032,0.8896873391662378,0.7798299427490865
LR,1.0,1.0,1.0,1.0,1.0,1.0
RF,0.8865917302288238,0.8933251231527095,0.89,0.8893875898370279,0.8892190016103061,0.7818632079072887
SVM,0.9586511441188278,0.9606464646464647,0.96,0.9599355877616748,0.9598816929481925,0.9202625292143417
LGB,0.8464472099558411,0.8526683087027913,0.85,0.849164895232311,0.8491545893719806,0.700672843638619
LR,0.9574468085106382,0.9628070175438598,0.96,0.9598383838383839,0.9595648465536942,0.9223288763655176
RF,0.8334002408671217,0.8525268125268126,0.84,0.8373727422003284,0.836929292929293,0.6893053224883119
SVM,0.8960256924929747,0.9052087639520462,0.9,0.8992694805194804,0.8989268276962247,0.8037524084540022
LGB,0.8207282913165266,0.8223444399839422,0.82,0.8198559423769507,0.8196275140402247,0.6424857956216509
LR,0.9607843137254901,0.9630188679245283,0.96,0.959967987194878,0.9596185538968623,0.9230472784258653
RF,0.8415366146458583,0.8494002447980415,0.84,0.8392292252107586,0.8384023299355107,0.6897293985081733
SVM,0.9011604641856743,0.9060606060606059,0.9,0.8997596153846155,0.8991263860221763,0.8062015842820017
LGB,0.9255233494363929,0.93386523356759,0.93,0.9295371783134982,0.9292525252525252,0.8624049747048347
LR,0.9673913043478262,0.9715789473684211,0.97,0.9698997874278774,0.9697487534491941,0.9410544745270913
RF,0.892914653784219,0.9095076400679117,0.9,0.8986863711001642,0.8980815347721822,0.8068937926941074
SVM,0.9565217391304348,0.9627586206896552,0.96,0.9598051948051949,0.9595504166397519,0.9219950989667682
LGB,0.9208333333333334,0.92059413890004,0.91,0.9108330790357033,0.9092348023940248,0.8261499574378097
LR,0.9666666666666667,0.9636363636363636,0.96,0.9602627257799672,0.9597244303126655,0.9211323729436766
RF,0.8916666666666666,0.9018867924528302,0.87,0.8711888252436941,0.8668760530663657,0.7688920395955853
SVM,0.9583333333333333,0.9555555555555556,0.95,0.950383631713555,0.9495659363373296,0.90267093384844
LGB,0.8637110016420362,0.887415329768271,0.88,0.8775551782682512,0.8776397102797528,0.7579030403924275
LR,0.9880952380952381,0.9901694915254237,0.99,0.9899824940788795,0.9899685953402719,0.9796146563313108
RF,0.8928571428571428,0.922089552238806,0.91,0.9078400000000001,0.907317925423052,0.8247245453440583
SVM,0.9285714285714286,0.945625,0.94,0.9391677175283732,0.9388314785373609,0.8813544770895048
LGB,0.8416666666666667,0.8448051948051949,0.84,0.8410509031198685,0.8400900900900902,0.6744004873337631
LR,0.9916666666666667,0.9902439024390245,0.99,0.990019711588339,0.9899831943959134,0.9794639316973008
RF,0.8666666666666667,0.8685990338164251,0.86,0.8611995104039167,0.8597186447394491,0.7208273412017193
SVM,0.9375,0.94,0.94,0.94,0.94,0.875
LGB,0.9024390243902439,0.9295522388059702,0.92,0.9182153582153582,0.9178234574726508,0.8418866949507258
LR,0.9512195121951219,0.9625396825396826,0.96,0.9596300966792771,0.9594702074909732,0.9193156740510535
RF,0.8536585365853658,0.9002816901408451,0.88,0.8752527472527473,0.8749691988320872,0.7666619369660789
SVM,0.9268292682926829,0.9455384615384615,0.94,0.9390831918505943,0.9387919664769028,0.8802609198722894
LGB,0.8999999999999999,0.9058441558441558,0.9,0.8996386993175431,0.899077868852459,0.8058229640253803
LR,0.99,0.9901960784313725,0.99,0.98999899989999,0.9899758396134339,0.9801960588196069
RF,0.87,0.8888188314417823,0.87,0.8684077335762729,0.8668381987527854,0.7585854404968749
SVM,0.98,0.9807692307692308,0.98,0.9799919967987194,0.9799027137736815,0.9607689228305227
LGB,0.927172582619339,0.9299753694581281,0.93,0.9298925831202045,0.9299343180184303,0.8569715014838097
LR,0.9651162790697674,0.9715,0.97,0.9698424467099166,0.9697228773584905,0.9400643223910575
RF,0.8574051407588739,0.8751041666666666,0.87,0.8680008369076263,0.8681605637513172,0.7372609114626839
SVM,0.9359445124439004,0.9403803224472922,0.94,0.9398029556650246,0.9398292192177454,0.8776370164314391
LGB,0.9099999999999999,0.9114813327980731,0.91,0.909918927034331,0.9097710070250116,0.8214799971933825
LR,0.98,0.9807692307692308,0.98,0.9799919967987194,0.9799027137736815,0.9607689228305227
RF,0.8999999999999999,0.9105090311986863,0.9,0.8993558776167473,0.8983599205586521,0.8104408984731077
SVM,0.9299999999999999,0.9343434343434344,0.93,0.9298245614035088,0.9293717486994798,0.8643325211229224
LGB,0.8790064102564102,0.8804186795491142,0.88,0.8798554797270174,0.8798575918917186,0.7598415633889768
LR,0.96875,0.9716363636363635,0.97,0.9699366897799218,0.9697646435962843,0.9414688716912717
RF,0.8669871794871795,0.8767424555601488,0.87,0.8689867395485373,0.86856986706531,0.7455645407000849
SVM,0.9174679487179487,0.9258128078817733,0.92,0.9195151515151515,0.9190090611143242,0.8451558115246341
LGB,0.890224358974359,0.8902440976390557,0.89,0.8900330297267541,0.8899918294109166,0.7799801206576289
LR,0.9519230769230769,0.9547169811320755,0.95,0.9499749974997499,0.9494197679071629,0.9047528108640106
RF,0.8926282051282051,0.8983434343434342,0.89,0.8897687919127215,0.8888607959546175,0.7885807643226037
SVM,0.9423076923076923,0.9466666666666665,0.94,0.9399279711884754,0.9391588246591127,0.886749562348235
LGB,0.904040404040404,0.9133333333333333,0.91,0.909309462915601,0.9091720779220779,0.8206099398622182
LR,0.9666666666666667,0.9715517241379311,0.97,0.9698809887091852,0.9697404238771145,0.9407749312478345
RF,0.8707070707070708,0.8883740883740885,0.88,0.8782141380735843,0.8779208936509746,0.7639718037900681
SVM,0.904040404040404,0.9133333333333333,0.91,0.909309462915601,0.9091720779220779,0.8206099398622182
LGB,0.8341384863123994,0.8434999999999999,0.84,0.8386291309669522,0.8387228260869566,0.6798712422698034
LR,0.9782608695652174,0.9807142857142856,0.98,0.9799595959595959,0.9798890608875129,0.9603958811069554
RF,0.8526570048309179,0.8678777589134126,0.86,0.85816091954023,0.8579363536198068,0.7242202483606949
SVM,0.9363929146537842,0.942495894909688,0.94,0.9397077922077921,0.9395194108907694,0.8813427577424838
LGB,0.8711755233494365,0.8944097222222223,0.88,0.8777676725919801,0.8769805194805194,0.7708038648963834
LR,0.9891304347826086,0.9901818181818182,0.99,0.9899909265046881,0.9899724455759841,0.9800379116648474
RF,0.8276972624798712,0.8665073529411765,0.84,0.8348213535098781,0.8339658320292123,0.7002436178734186
SVM,0.9690016103059582,0.9701414141414142,0.97,0.969972779514064,0.9699656778227171,0.9397071334070347
LGB,0.8856682769726247,0.8913365539452497,0.88,0.88,0.8786451985374302,0.7713365539452496
LR,0.9814814814814814,0.9808333333333334,0.98,0.9800240867121639,0.9799150797735462,0.9606453592105879
RF,0.8872785829307568,0.8973701298701299,0.88,0.8797599039615847,0.8777884615384616,0.7776943077650598
SVM,0.9537037037037037,0.9549019607843138,0.95,0.9500750675608047,0.9494580489763148,0.9046799969476884
LGB,0.8888888888888888,0.8977777777777777,0.88,0.88,0.8778803693295865,0.7777777777777778
LR,0.9363636363636363,0.9394230769230769,0.93,0.9301471324191772,0.9289597272259393,0.8690481892534816
RF,0.8818181818181818,0.8991379310344828,0.87,0.8694925432889601,0.8662598627237154,0.7697249437482282
SVM,0.8909090909090909,0.9052631578947369,0.88,0.8797118847539015,0.8768349617365355,0.7856366083519626
LGB,0.906060606060606,0.910960591133005,0.91,0.9096429661275556,0.9096587594789034,0.8185963687481157
LR,0.9555555555555555,0.9627118644067797,0.96,0.9597715218278253,0.9595355098201398,0.9215969109594601
RF,0.9020202020202019,0.9171901528013584,0.91,0.9088971269694162,0.9084764786258052,0.8240960484864015
SVM,0.9131313131313131,0.9253467843631779,0.92,0.9192118226600985,0.9188807097937893,0.8427688783946224
LGB,0.8390079865489701,0.8616824966078699,0.86,0.8574479166666668,0.8582095646404327,0.7033034941530032
LR,0.9358974358974359,0.9537878787878787,0.95,0.9492719232013807,0.9491086587436333,0.8976356753994383
RF,0.855401429171921,0.8864329125759701,0.88,0.8768351648351649,0.8773265449078267,0.7496197051919585
SVM,0.8717948717948718,0.9140845070422534,0.9,0.8964349376114081,0.8963105963105963,0.7992864278769979
LGB,0.9181966544267646,0.9198,0.91,0.9104431715405487,0.9090948862531596,0.8281560923279463
LR,0.9736842105263157,0.9719565217391305,0.97,0.9701002125721228,0.9698272496584033,0.9410544745270913
RF,0.8918808649530803,0.898627057406664,0.88,0.8804807692307692,0.8780606060606061,0.7774435153568053
SVM,0.9649122807017544,0.9634042553191489,0.96,0.9601616161616161,0.9596906027072262,0.9223288763655176
LGB,0.923323966278603,0.926647932557206,0.92,0.92,0.9192040884986943,0.8466479325572059
LR,0.9528301886792453,0.9548076923076922,0.95,0.9500250025002501,0.9494391025641025,0.9047528108640106
RF,0.9150943396226415,0.9244642857142857,0.91,0.9097567811029927,0.9081326844262295,0.8347248041434321
