model,accuracy,precision,recall,f1,f2,mcc
GNB,0.8637110016420362,0.887415329768271,0.88,0.8775551782682512,0.8776397102797528,0.7579030403924275
RF,0.8542692939244663,0.855921316740265,0.85,0.8508351047676891,0.8498164014687881,0.700672843638619
SVM,0.9285714285714286,0.945625,0.94,0.9391677175283732,0.9388314785373609,0.8813544770895048
LGB,0.8884863123993558,0.889979797979798,0.89,0.8899001915515677,0.889938606809649,0.7783840203757841
LDA,0.9134460547504026,0.9148219287715085,0.91,0.9101351216094485,0.9095062224006424,0.8244067052930577
LR,0.9722222222222222,0.9718367346938775,0.97,0.9700451127819548,0.9698075902975358,0.9416057111088185
GNB,0.9351851851851851,0.939245283018868,0.93,0.9300490049004901,0.9289230078131268,0.8691465889892466
RF,0.8667471819645733,0.8707221542227663,0.87,0.8695657455208017,0.8696374110471027,0.7384156987891303
SVM,0.9444444444444444,0.946923076923077,0.94,0.9400720288115246,0.9392141756548535,0.886749562348235
LGB,0.8693910256410255,0.8700441589723004,0.87,0.8699348370927319,0.8699530290642684,0.7395231308657959
LDA,0.9495192307692308,0.9501405058209553,0.95,0.9499749373433584,0.9499671363760239,0.8999402959126063
LR,0.9799679487179487,0.98,0.98,0.98,0.98,0.9599358974358975
GNB,0.9014423076923077,0.9028846153846155,0.9,0.9,0.8996542008196721,0.8028846153846154
RF,0.891025641025641,0.8916686674669867,0.89,0.89003300330033,0.8898208195225057,0.7815817225480963
SVM,0.9711538461538461,0.9717647058823529,0.97,0.97000900090009,0.9697939184320507,0.9417419115948374
LGB,0.92,0.92,0.92,0.92,0.92,0.84
LDA,0.91,0.9101640656262506,0.91,0.90999099909991,0.9099745595929535,0.8201640492164058
LR,0.95,0.9516258530710558,0.95,0.949954959463517,0.9497767678545711,0.9016243871634686
GNB,0.96,0.9607371794871794,0.96,0.959983993597439,0.9599014336917563,0.9207368843792509
RF,0.9,0.9006410256410255,0.9,0.8999599839935974,0.8998975934459804,0.8006407690254356
SVM,0.95,0.9545454545454546,0.95,0.9498746867167918,0.9493797519007603,0.9045340337332908
LGB,0.9178743961352657,0.9204220779220779,0.92,0.9198383838383839,0.9198464912280702,0.8391337749065823
LDA,0.8993558776167472,0.9,0.9,0.9,0.9,0.7987117552334944
LR,0.961352657004831,0.9608653846153845,0.96,0.9600481734243276,0.959926659804426,0.9204846000462656
GNB,0.9428341384863124,0.9431999999999999,0.94,0.9400961538461539,0.9396761133603239,0.8828295892956407
RF,0.8961352657004831,0.9019704433497537,0.9,0.899512987012987,0.899457399392804,0.8000380752939152
SVM,0.9537037037037037,0.9549019607843138,0.95,0.9500750675608047,0.9494580489763148,0.9046799969476884
LGB,0.8780788177339902,0.8801680672268907,0.87,0.8708256880733946,0.8692921463581443,0.7465653955071285
LDA,0.8669950738916257,0.8834375,0.88,0.8783354350567465,0.8785572337042925,0.7547230867030816
LR,0.9794745484400657,0.98,0.98,0.98,0.98,0.9589490968801314
GNB,0.8431855500821018,0.8662745098039215,0.86,0.8571477079796265,0.8575121270516313,0.7151319884515456
RF,0.9384236453201971,0.94,0.94,0.94,0.94,0.8768472906403941
SVM,0.9047619047619048,0.9296969696969697,0.92,0.9183701188455009,0.9178948767359958,0.8434451442741913
LGB,0.88,0.8824476650563607,0.88,0.8798076923076923,0.879585173804494,0.7624437362098715
LDA,0.94,0.94,0.94,0.94,0.94,0.88
LR,0.95,0.9501800720288114,0.95,0.94999499949995,0.9499751996031937,0.9001800540180064
GNB,0.8799999999999999,0.885551948051948,0.88,0.8795664391810518,0.8790663422131147,0.7655318158241113
RF,0.88,0.8806089743589745,0.88,0.879951980792317,0.8798963133640553,0.7606087305741639
SVM,0.97,0.9716981132075472,0.97,0.9699729756781104,0.9697796482693508,0.9416965821485117
LGB,0.8631071858691288,0.8662143717382577,0.86,0.86,0.8592559957705186,0.7262143717382578
LDA,0.9102769971898836,0.9102724358974359,0.91,0.9100451127819548,0.9099961479198768,0.819731713389201
LR,0.9610598153352068,0.9608323329331734,0.96,0.9600320512820514,0.959920424828737,0.9206424657161149
GNB,0.9032517061421117,0.9065034122842232,0.9,0.9,0.8992213909226358,0.8065034122842232
RF,0.9126856684062625,0.9146474358974359,0.91,0.9100450045004501,0.9094711538461538,0.8245442283406054
SVM,0.9433962264150944,0.9467924528301888,0.94,0.94,0.9391867860747528,0.8867924528301887
LGB,0.9070048309178744,0.9110648714810281,0.91,0.9096993622836319,0.9096819480079392,0.8194712090843147
LDA,0.8836553945249597,0.8967381252627155,0.89,0.8888184143222506,0.8884735555519581,0.7840610494522997
LR,0.9565217391304348,0.9627586206896552,0.96,0.9598051948051949,0.9595504166397519,0.9219950989667682
GNB,0.9037842190016103,0.9173854560739807,0.91,0.9090332480818415,0.9085347493160222,0.8251975158453899
RF,0.8776167471819646,0.8802272727272729,0.88,0.8797575757575757,0.8798181114551085,0.7582923707730002
SVM,0.8913043478260869,0.915625,0.9,0.8981397271599835,0.8970779220779221,0.8126045083289422
LGB,0.8977455716586151,0.9003246753246753,0.9,0.8997979797979798,0.8998323013415893,0.7987130728397912
LDA,0.8526570048309179,0.8678777589134126,0.86,0.85816091954023,0.8579363536198068,0.7242202483606949
LR,0.9504830917874396,0.9502609393817744,0.95,0.950035172344488,0.9499911488759074,0.8996993830517732
GNB,0.9178743961352657,0.9204220779220779,0.92,0.9198383838383839,0.9198464912280702,0.8391337749065823
RF,0.8590982286634461,0.86,0.86,0.86,0.86,0.7181964573268921
SVM,0.9021739130434783,0.9228571428571428,0.91,0.9085820203892493,0.9076485184644576,0.8303258359155277
LGB,0.8783621035728624,0.8803232323232322,0.88,0.8798067632850242,0.8798379707768723,0.7591662440127064
LDA,0.9421918908069049,0.9431052420968388,0.94,0.940048019207683,0.9396575770692059,0.8829670665966918
LR,0.9692894419911682,0.9701529790660226,0.97,0.9699788965933073,0.9699681897050317,0.9399004278708873
GNB,0.9126856684062625,0.9146474358974359,0.91,0.9100450045004501,0.9094711538461538,0.8245442283406054
RF,0.8677238057005219,0.8708766233766232,0.87,0.869646133682831,0.8696699691199177,0.7394660740767736
SVM,0.9528301886792453,0.9548076923076922,0.95,0.9500250025002501,0.9494391025641025,0.9047528108640106
LGB,0.9099025974025974,0.9103838383838382,0.91,0.9101002125721226,0.9100180022381161,0.8179813767622686
LDA,0.9074675324675325,0.9099469604243166,0.91,0.9098809887091852,0.9099302881099791,0.8170933972967851
LR,0.9683441558441559,0.9701183190534476,0.97,0.9699603295697284,0.9699605128455124,0.939169104064233
GNB,0.950487012987013,0.9503030303030303,0.95,0.9500556736511793,0.9499991890883731,0.8989696318872457
RF,0.9391233766233766,0.94,0.94,0.94,0.94,0.8782467532467533
SVM,0.9431818181818181,0.9540983606557377,0.95,0.9495623519719905,0.9492452060383516,0.9020592437776189
LGB,0.9037127702978376,0.9036932958651144,0.9,0.9004040404040404,0.8998115016493605,0.8009165626710659
LDA,0.9416564667482661,0.9410505050505051,0.94,0.9401461038961039,0.9399667811955513,0.8790197711018083
LR,0.9736842105263157,0.9719565217391305,0.97,0.9701002125721228,0.9698272496584033,0.9410544745270913
GNB,0.9006527947776417,0.9054326923076923,0.89,0.8904962406015038,0.8884510869565218,0.7940494281501522
RF,0.9037127702978376,0.9036932958651144,0.9,0.9004040404040404,0.8998115016493605,0.8009165626710659
SVM,0.9649122807017544,0.9634042553191489,0.96,0.9601616161616161,0.9596906027072262,0.9223288763655176
LGB,0.9417077175697866,0.941103896103896,0.94,0.9401713586291309,0.9399764150943396,0.8783816879813642
LDA,0.9318555008210181,0.9421731748726656,0.94,0.9394999999999999,0.9394293639786011,0.8782526127038116
LR,0.94376026272578,0.9511979823455233,0.95,0.9497043261749144,0.9496710689024088,0.8980899296054904
GNB,0.9080459770114943,0.9248958333333335,0.92,0.9188902900378311,0.9187400635930046,0.8391440136273638
RF,0.9330870279146142,0.9322424242424242,0.93,0.9302776930119012,0.9299062668695097,0.859322556248022
SVM,0.9285714285714286,0.945625,0.94,0.9391677175283732,0.9388314785373609,0.8813544770895048
LGB,0.9190705128205128,0.920547504025765,0.92,0.9199036531513448,0.9198729873628841,0.8401630817176212
LDA,0.8918269230769231,0.8943556804496187,0.89,0.88994499449945,0.8894437775110045,0.7844399370789028
LR,0.9503205128205128,0.9502200880352141,0.95,0.9500150135121609,0.9499831781989458,0.9001002624426847
GNB,0.921474358974359,0.9229487179487179,0.92,0.92,0.9196465163934426,0.842948717948718
RF,0.9182692307692308,0.9224675324675325,0.92,0.9197423510466988,0.9195428864920391,0.8419530064884055
SVM,0.9423076923076923,0.9466666666666665,0.94,0.9399279711884754,0.9391588246591127,0.886749562348235
LGB,0.9210950080515299,0.9209294871794873,0.92,0.9200963468486552,0.9199498198661863,0.8401630817176212
LDA,0.9798711755233495,0.98,0.98,0.98,0.98,0.9597423510466989
LR,0.9907407407407407,0.9902127659574468,0.99,0.9900070344688976,0.9899789182317064,0.9801014726900014
GNB,0.9271336553945249,0.9312362301101592,0.93,0.929766170665047,0.9297042164883574,0.8599989642319069
RF,0.9380032206119162,0.9405194805194806,0.94,0.939878787878788,0.939860681114551,0.8795544769733733
SVM,0.9891304347826086,0.9901818181818182,0.99,0.9899909265046881,0.9899724455759841,0.9800379116648474
LGB,0.9319645732689211,0.9318847539015607,0.93,0.9301052631578947,0.9298403819260259,0.8613324194541878
LDA,0.8868760064412238,0.8908935128518971,0.89,0.8896325539022168,0.8896596795275209,0.7789434539367225
LR,0.9673913043478262,0.9715789473684211,0.97,0.9698997874278774,0.9697487534491941,0.9410544745270913
GNB,0.9363929146537842,0.942495894909688,0.94,0.9397077922077921,0.9395194108907694,0.8813427577424838
RF,0.9319645732689211,0.9318847539015607,0.93,0.9301052631578947,0.9298403819260259,0.8613324194541878
SVM,0.9347826086956521,0.946,0.94,0.939485924112607,0.9389751552795031,0.8846517369293827
LGB,0.8665194700923324,0.8729967159277504,0.87,0.8692762425346694,0.8691867954911433,0.7412680257729538
LDA,0.9102769971898836,0.9102724358974359,0.91,0.9100451127819548,0.9099961479198768,0.819731713389201
LR,0.9598554797270173,0.96,0.96,0.96,0.96,0.9197109594540345
GNB,0.8643115214773184,0.8706666666666666,0.86,0.8597759103641457,0.8585883332532706,0.7309743941024202
RF,0.83701324769169,0.8414361485108119,0.84,0.8393535353535353,0.8394180788232833,0.6795042489766143
SVM,0.9528301886792453,0.9548076923076922,0.95,0.9500250025002501,0.9494391025641025,0.9047528108640106
LGB,0.8824476650563606,0.8832,0.88,0.8801923076923077,0.8797378060535956,0.7624437362098715
LDA,0.9053945249597424,0.9134931789995866,0.91,0.9094049435459262,0.9092121212121212,0.8216100373961859
LR,0.9706119162640902,0.9702368526696106,0.97,0.9700211034066928,0.9699850335538067,0.9399004278708873
GNB,0.8961352657004831,0.9019704433497537,0.9,0.899512987012987,0.899457399392804,0.8000380752939152
RF,0.9210950080515299,0.9209294871794873,0.92,0.9200963468486552,0.9199498198661863,0.8401630817176212
SVM,0.9565217391304348,0.9627586206896552,0.96,0.9598051948051949,0.9595504166397519,0.9219950989667682
LGB,0.8833333333333333,0.8897015552753258,0.89,0.8897583429228999,0.889881300188651,0.7700430067927989
LDA,0.9375,0.94,0.94,0.94,0.94,0.875
LR,0.9916666666666667,0.9902439024390245,0.99,0.990019711588339,0.9899831943959134,0.9794639316973008
GNB,0.9333333333333333,0.932435740514076,0.93,0.9303676243435279,0.9299397920087575,0.8576025397251753
RF,0.9166666666666667,0.92,0.92,0.92,0.92,0.8333333333333334
SVM,0.9666666666666667,0.9636363636363636,0.96,0.9602627257799672,0.9597244303126655,0.9211323729436766
LGB,0.9102769971898836,0.9102724358974359,0.91,0.9100451127819548,0.9099961479198768,0.819731713389201
LDA,0.9032517061421117,0.9065034122842232,0.9,0.9,0.8992213909226358,0.8065034122842232
LR,0.9433962264150944,0.9467924528301888,0.94,0.94,0.9391867860747528,0.8867924528301887
GNB,0.8855881172219993,0.8969726642186862,0.88,0.8795192307692307,0.8776950780312126,0.7774435153568053
RF,0.8795664391810518,0.88,0.88,0.88,0.88,0.7591328783621035
SVM,0.9150943396226415,0.9244642857142857,0.91,0.9097567811029927,0.9081326844262295,0.8347248041434321
LGB,0.9396135265700483,0.94,0.94,0.94,0.94,0.8792270531400966
LDA,0.9412238325281803,0.9408974358974359,0.94,0.9400722601364913,0.9399382398353063,0.8803238408819435
LR,0.962962962962963,0.9632,0.96,0.9600641025641026,0.9596555491292332,0.9229582069908971
GNB,0.9319645732689211,0.9318847539015607,0.93,0.9301052631578947,0.9298403819260259,0.8613324194541878
RF,0.9396135265700483,0.94,0.94,0.94,0.94,0.8792270531400966
SVM,0.9444444444444444,0.946923076923077,0.94,0.9400720288115246,0.9392141756548535,0.886749562348235
LGB,0.8343434343434344,0.8409260024803638,0.84,0.8390860873113016,0.8393097520232244,0.6763826552717989
LDA,0.8828282828282827,0.8833933573429371,0.88,0.8802890405459656,0.8797756973202919,0.7619710734236376
LR,0.9616161616161616,0.9608992372541149,0.96,0.9600644122383253,0.9599328718271449,0.9202625292143417
GNB,0.9434343434343434,0.9432973189275711,0.94,0.9401445202729828,0.9396944842810874,0.8825997394009945
RF,0.8585858585858586,0.86,0.86,0.86,0.86,0.7171717171717171
SVM,0.9363636363636363,0.9394230769230769,0.93,0.9301471324191772,0.9289597272259393,0.8690481892534816
LGB,0.9599358974358975,0.96,0.96,0.96,0.96,0.9198717948717948
LDA,0.8878205128205128,0.8935291717666258,0.89,0.8895009577578386,0.8892653552790044,0.7827289678710259
LR,0.9583333333333333,0.9628571428571427,0.96,0.9598711755233496,0.9595788392398561,0.9225998461903602
GNB,0.9591346153846154,0.9606763285024155,0.96,0.9599518265756725,0.9598883828340496,0.9204846000462656
RF,0.9310897435897436,0.9317166866746699,0.93,0.9300210021002101,0.9298073689772782,0.8616618170714668
SVM,0.9375,0.9462068965517241,0.94,0.9396363636363637,0.9390399074609601,0.8857103130373325
LGB,0.9591346153846154,0.9606763285024155,0.96,0.9599518265756725,0.9598883828340496,0.9204846000462656
LDA,0.9487179487179487,0.9515151515151515,0.95,0.9498944829665361,0.9497521297588679,0.9012351592258327
LR,0.9903846153846154,0.990204081632653,0.99,0.9900030027024322,0.9899774107242988,0.9801803569660552
GNB,0.9278846153846154,0.9341003671970625,0.93,0.9296824276640792,0.929313528703332,0.8635893984362144
RF,0.8990384615384616,0.9004830917874395,0.9,0.8998795664391811,0.8998652896273012,0.800002322553299
SVM,0.9583333333333333,0.9628571428571427,0.96,0.9598711755233496,0.9595788392398561,0.9225998461903602
LGB,0.9194847020933977,0.92,0.92,0.92,0.92,0.8389694041867954
LDA,0.9053945249597424,0.9134931789995866,0.91,0.9094049435459262,0.9092121212121212,0.8216100373961859
LR,0.9782608695652174,0.9807142857142856,0.98,0.9799595959595959,0.9798890608875129,0.9603958811069554
GNB,0.8836553945249597,0.8967381252627155,0.89,0.8888184143222506,0.8884735555519581,0.7840610494522997
RF,0.9146537842190017,0.9255,0.92,0.9193145654834761,0.9189246894409939,0.8436956379974668
SVM,0.9456521739130435,0.9542372881355932,0.95,0.9496694130810701,0.9492929292929293,0.9031999120134834
LGB,0.888752052545156,0.8905181558547531,0.89,0.8901687979539642,0.8900457534561079,0.7751213103201221
LDA,0.9470443349753694,0.9500206696982224,0.95,0.9499124703943981,0.9499416300827045,0.8972248618543293
LR,0.9794745484400657,0.98,0.98,0.98,0.98,0.9589490968801314
GNB,0.8986042692939245,0.9001120448179272,0.89,0.8906986591390261,0.8892169155363047,0.7870955472719021
RF,0.9330870279146142,0.9322424242424242,0.93,0.9302776930119012,0.9299062668695097,0.859322556248022
SVM,0.9913793103448276,0.9902325581395348,0.99,0.9900153452685422,0.9899817970120861,0.9797467882293412
LGB,0.8430349257326375,0.846069851465275,0.84,0.84,0.8392732981944602,0.686069851465275
LDA,0.8287836210357287,0.8299275362318841,0.83,0.8298804140287409,0.8299322023006234,0.6584931141370887
LR,0.927940586109996,0.9313149350649351,0.93,0.9298094565984475,0.9297220792588781,0.8605576800937125
GNB,0.9020473705339221,0.9030412164865947,0.9,0.9000800320128052,0.8996857916927172,0.8028066429383448
RF,0.9008430349257326,0.9008803521408564,0.9,0.9000801282051282,0.8999454525035696,0.8004018302285945
SVM,0.9148936170212766,0.9304918032786885,0.92,0.9190860873113016,0.9182133578609349,0.8490952118333278
LGB,0.9375,0.94,0.94,0.94,0.94,0.875
LDA,0.9208333333333334,0.92059413890004,0.91,0.9108330790357033,0.9092348023940248,0.8261499574378097
LR,0.9666666666666667,0.9636363636363636,0.96,0.9602627257799672,0.9597244303126655,0.9211323729436766
GNB,0.9041666666666667,0.9066026410564225,0.89,0.8911023382933496,0.8886696591525675,0.7921601313725408
RF,0.9541666666666666,0.9522643818849449,0.95,0.9502625888168058,0.9498930188585362,0.8988334310581164
SVM,0.95,0.9478260869565217,0.94,0.940514075887393,0.9393699227263721,0.8846517369293827
LGB,0.8575031525851198,0.8618685407193055,0.86,0.8605833333333334,0.8601480960278769,0.7090700770450236
LDA,0.9251786464901219,0.9241778865769075,0.92,0.9205952873088052,0.9198717841700196,0.8377742470282157
LR,0.9672131147540983,0.9637209302325581,0.96,0.9602976436544026,0.9597355548506653,0.9205991849449943
GNB,0.9298024379991593,0.9282424242424241,0.92,0.9207881773399015,0.9194928368192482,0.8427688783946224
RF,0.8867171080285834,0.8906666666666666,0.89,0.8902416570771001,0.8900745166487647,0.7700430067927989
SVM,0.9508196721311475,0.9480000000000001,0.94,0.9405911330049261,0.9393949982528828,0.883980070492159
LGB,0.8897559023609444,0.8901121794871796,0.89,0.8899669702732459,0.8899654200819671,0.7799801206576289
LDA,0.9199679871948779,0.92,0.92,0.92,0.92,0.8399359743897559
LR,0.9603841536614646,0.9607683073229292,0.96,0.96,0.9599078267270487,0.9207683073229291
GNB,0.9305722288915566,0.9316346153846154,0.93,0.9299789978997899,0.9297907066052227,0.8616618170714668
RF,0.9097639055622249,0.9101282051282051,0.91,0.9099729756781103,0.9099673411885246,0.8200201679193142
SVM,0.9411764705882353,0.9465454545454546,0.94,0.9398557692307692,0.9391302260836173,0.886620694933573
LGB,0.9286858974358975,0.9313939393939394,0.93,0.9298522761531504,0.9297396159214517,0.8610014467603938
LDA,0.9583333333333333,0.9628571428571427,0.96,0.9598711755233496,0.9595788392398561,0.9225998461903602
